DUID,Site Name,Region,Technology Type,Dispatch Type,Unit Capacity (MW AC),Commitment Status,Full Commercial Use Date,Closure Date,Closure Year
Unknown,Abermain BESS,QLD1,Battery Storage,Scheduled,1.93,Publicly Announced,2029.0,,
QBYNB1,ACT BESS,NSW1,Battery Storage,Scheduled,10.0,In Service,,,
ADPBA1,Adelaide Desalination Plant,SA1,Battery Storage,Scheduled,7.76,In Service,,,
ADVMH1,Adelaide Desalination Plant,SA1,Hydro,Non-scheduled,1.0,In Service,,,
ADPPV2,Adelaide Desalination Plant,SA1,Solar PV,Semi-scheduled,2.75,In Service,,,
ADPPV1,Adelaide Desalination Plant,SA1,Solar PV,Semi-scheduled,2.75,In Service,,,
Unknown,Alberton Wind Farm,VIC1,Wind,Semi-scheduled,3.6,Publicly Announced,,,
Unknown,Aldoga BESS Stage 1,QLD1,Battery Storage,Scheduled,400.0,Publicly Announced,2027.0,,
ALDGASF1,Aldoga Solar Farm,QLD1,Solar PV,Semi-scheduled,2.47,In Service,2025.0,,
Unknown,Alligator Creek BESS,QLD1,Battery Storage,Scheduled,120.0,Publicly Announced,,,
ANGAST1,Angaston,SA1,Gas Turbine,Scheduled,30.8,In Service,,,
ANGAST1,Angaston,SA1,Gas Turbine,Scheduled,15.4,In Service,,,
APPIN,Appin,NSW1,Gas Turbine,Non-scheduled,1.03,In Service,,,
Unknown,Apsley BESS Project,NSW1,Battery Storage,Scheduled,120.0,Publicly Announced,,,
Unknown,Aquila Wind,NSW1,Wind,Semi-scheduled,200.0,Publicly Announced,,,
Unknown,Aramara Solar Farm,QLD1,Solar PV,Semi-scheduled,4.4,Anticipated,2028.0,,
ARWF1,Ararat Wind Farm,VIC1,Wind,Semi-scheduled,3.2,In Service,,,
Unknown,Ardandra Solar Farm And BESS,QLD1,Battery Storage,Scheduled,3.41,Publicly Announced,2029.0,,
Unknown,Ardandra Solar Farm And BESS,QLD1,Solar PV,Semi-scheduled,3.46,Publicly Announced,2029.0,,
Unknown,Argoon Wind Farm (RES Group) - KCI,NSW1,Wind,Semi-scheduled,7.2,Publicly Announced,,,
Unknown,Argyle Solar Farm,NSW1,Solar PV,Semi-scheduled,59.8,Publicly Announced,,,
Unknown,Armidale BESS,NSW1,Battery Storage,Scheduled,150.0,Publicly Announced,2027.0,,
Unknown,Armidale BESS (Elgin),NSW1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Armidale East BESS,NSW1,Battery Storage,Scheduled,4.2,Publicly Announced,,,
Unknown,Arundel BESS,NSW1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
Unknown,Augusta BESS,SA1,Battery Storage,Scheduled,270.0,Publicly Announced,,,
Unknown,Aurora Solar Energy Project - Phase 1,SA1,Battery Storage,Scheduled,140.0,Publicly Announced,,,
Unknown,Australia Plains Solar Farm,SA1,Solar PV,Semi-scheduled,200.0,Publicly Announced,,,
Unknown,Avenue Road BESS - KCI,QLD1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
AVLSF1,Avonlie Solar Farm,NSW1,Solar PV,Semi-scheduled,3.63,In Service,,,
Unknown,Awaba BESS,NSW1,Battery Storage,Scheduled,1.93,Publicly Announced,2028.0,,
Unknown,Axedale SF and BESS,VIC1,Battery Storage,Scheduled,0.78,Anticipated,2028.0,,
Unknown,Axedale SF and BESS,VIC1,Solar PV,Semi-scheduled,3.33,Anticipated,2028.0,,
BDL01,Bairnsdale,VIC1,Gas Turbine,Scheduled,47.0,In Service,,,
BDL02,Bairnsdale,VIC1,Gas Turbine,Scheduled,47.0,In Service,,,
Unknown,Bairnsdale BESS,VIC1,Battery Storage,Scheduled,65.0,Publicly Announced,,,
Unknown,Baking Board BESS (MMT),QLD1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
Unknown,Baking Board Solar Farm (MMT),QLD1,Solar PV,Semi-scheduled,300.0,Publicly Announced,,,
BAKING1,Baking Board Solar Farm Chinchilla,QLD1,Solar PV,Non-scheduled,14.7,In Service,,,
BALDHWF1,Bald Hills Wind Farm,VIC1,Wind,Semi-scheduled,2.05,In Service,,,
Unknown,Baldon Wind Farm,NSW1,Wind,Scheduled,8.0,Publicly Announced,2029.0,,
Unknown,Baldon Wind Farm Stage 2,NSW1,Wind,Semi-scheduled,8.0,Publicly Announced,2029.0,,
Unknown,Baldon Wind Farm Stage 2 - BESS,NSW1,Battery Storage,Scheduled,4.0,Publicly Announced,2030.0,,
Unknown,Ballarat Base Hospital Plant,VIC1,Gas Turbine,Non-scheduled,0.8,In Service,,,
BALB1,Ballarat Energy Storage System,VIC1,Battery Storage,Scheduled,1.77,In Service,,,
Unknown,Banana Range Wind Farm,QLD1,Wind,Semi-scheduled,6.0,Publicly Announced,2029.0,,
BANGOWF1,Bango 973 Wind Farm,NSW1,Wind,Semi-scheduled,5.3,In Service,,,
BANGOWF2,Bango 999 Wind Farm,NSW1,Wind,Semi-scheduled,5.3,In Service,,,
BAPS,Banimboola,VIC1,Hydro,Non-scheduled,10.0,In Service,,,
BAPS,Banimboola,VIC1,Hydro,Non-scheduled,2.2,In Service,,,
Unknown,Banksia Solar Farm,QLD1,Solar PV,Semi-scheduled,4.4,Committed*,2027.0,,
Unknown,Bannaby BESS,NSW1,Battery Storage,Scheduled,700.0,Publicly Announced,,,
BANN1,Bannerton Solar Park,VIC1,Solar PV,Semi-scheduled,2.5,In Service,,,
Unknown,Baranduda Electrical Energy Reserve,VIC1,Battery Storage,Scheduled,4.39,Anticipated,2028.0,,
BARCALDN,Barcaldine Power Station,QLD1,Gas Turbine,Scheduled,37.0,In Service,,,
BARCSF1,Barcaldine Remote Community Solar Farm,QLD1,Solar PV,Non-scheduled,2.0,In Service,,,
BARKIPS1,Barker Inlet Power Station,SA1,Gas Turbine,Scheduled,17.5,In Service,,,
Unknown,Barker Inlet Power Station 2,SA1,Gas Turbine,Scheduled,280.0,Publicly Announced,,,
Unknown,Barn Hill,SA1,Wind,Semi-scheduled,3.0,Publicly Announced,,,
Unknown,Barn Hill BESS,SA1,Battery Storage,Scheduled,270.0,Publicly Announced,,,
Unknown,Barnawartha North Peaking Generation Facility,VIC1,Other,Non-scheduled,2.05,Publicly Announced,2026.0,,
Unknown,Barnawartha Solar and Energy Storage,VIC1,Battery Storage,Scheduled,2.91,Publicly Announced,,,
Unknown,Barnawartha Solar and Energy Storage,VIC1,Solar PV,Semi-scheduled,2.91,Publicly Announced,,,
Unknown,Baroota Pumped Hydro Project,SA1,Hydro,Scheduled,125.0,Publicly Announced,,,
BARRON-1,Barron Gorge,QLD1,Hydro,Scheduled,35.0,In Service,,,
BARRON-2,Barron Gorge,QLD1,Hydro,Scheduled,35.0,In Service,,,
Unknown,Barwon Solar Farm and BESS,VIC1,Solar PV,Semi-scheduled,250.0,Anticipated,2027.0,,
Unknown,Barwon Solar Farm and BESS,VIC1,Battery Storage,Scheduled,250.0,Publicly Announced,2027.0,,
Unknown,Bashan 1 Wind Farm,TAS1,Wind,Semi-scheduled,7.8,Publicly Announced,,,
Unknown,Bass Offshore Wind Energy Project,TAS1,Wind,Semi-scheduled,500.0,Publicly Announced,,,
BASTYAN,Bastyan,TAS1,Hydro,Scheduled,79.9,In Service,,,
Unknown,Battery of the Nation - Stage 2b,TAS1,Hydro,Scheduled,187.5,Publicly Announced,,,
Unknown,Battery of the Nation - Stage 3b,TAS1,Hydro,Scheduled,187.5,Publicly Announced,,,
BW01,Bayswater,NSW1,Coal,Scheduled,660.0,In Service,,,
BW02,Bayswater,NSW1,Coal,Scheduled,685.0,In Service,,,
BW03,Bayswater,NSW1,Coal,Scheduled,685.0,In Service,,,
BW04,Bayswater,NSW1,Coal,Scheduled,685.0,In Service,,,
Unknown,Beebo Battary - KCI,QLD1,Battery Storage,Scheduled,3.8,Publicly Announced,,,
Unknown,Beebo Solar Farm - KCI,QLD1,Solar PV,Semi-scheduled,4.4,Publicly Announced,,,
Unknown,Beelbee Solar Farm,QLD1,Solar PV,Semi-scheduled,200.0,Publicly Announced,,,
Unknown,Belah BESS,NSW1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,Belah BESS,NSW1,Battery Storage,Scheduled,400.0,Publicly Announced,2029.0,,
Unknown,Belhaven Renewable Project,NSW1,Battery Storage,Scheduled,400.0,Publicly Announced,2029.0,,
Unknown,Belhaven Renewable Project,NSW1,Solar PV,Semi-scheduled,3.39,Publicly Announced,,,
Unknown,Bell Bay BESS,TAS1,Battery Storage,Scheduled,1.93,Publicly Announced,2030.0,,
BBTHREE1,Bell Bay Three,TAS1,Gas Turbine,Scheduled,40.0,In Service,,,
BBTHREE2,Bell Bay Three,TAS1,Gas Turbine,Scheduled,40.0,In Service,,,
BBTHREE3,Bell Bay Three,TAS1,Gas Turbine,Scheduled,40.0,In Service,,,
Unknown,Bellambi Heights Renewables Project,NSW1,Battery Storage,Scheduled,3.4,Committed,2027.0,,
Unknown,Bellbay Wind Farm,TAS1,Wind,Semi-scheduled,8.14,Publicly Announced,2030.0,,
Unknown,Ben Bullen Wind Farm,NSW1,Wind,Semi-scheduled,7.2,Publicly Announced,2032.0,,
Unknown,Ben Bullen Wind Farm,NSW1,Battery Storage,Scheduled,200.0,Publicly Announced,2032.0,,
Unknown,Bendemeer Renewable Energy Hub - Solar And BESS,NSW1,Battery Storage,Scheduled,150.0,Publicly Announced,,,
Unknown,Bendemeer Renewable Energy Hub - Solar And BESS,NSW1,Solar PV,Semi-scheduled,200.0,Publicly Announced,,,
Unknown,Bendemeer Renewable Energy Hub - Wind,NSW1,Wind,Semi-scheduled,380.0,Publicly Announced,,,
Unknown,Bendenine,NSW1,Wind,Semi-scheduled,8.0,Publicly Announced,2030.0,,
Unknown,Bendenine,NSW1,Battery Storage,Scheduled,4.6,Publicly Announced,2030.0,,
Unknown,Bennetts Creek BESS,VIC1,Battery Storage,Scheduled,4.2,Committed,2028.0,,
Unknown,Beresfield BESS,NSW1,Battery Storage,Scheduled,1.93,Publicly Announced,2027.0,,
Unknown,Berrybank BESS - Storage - KCI,VIC1,Battery Storage,Scheduled,300.0,Publicly Announced,2029.0,,
BRYB1WF1,Berrybank Wind Farm,VIC1,Wind,Semi-scheduled,4.2,In Service,,,
BRYB2WF2,Berrybank Wind Farm,VIC1,Wind,Semi-scheduled,4.2,In Service,,,
Unknown,Beryl BESS,NSW1,Battery Storage,Scheduled,4.2,Publicly Announced,2028.0,,
BERYLSF1,Beryl Solar Farm,NSW1,Solar PV,Semi-scheduled,1.64,In Service,,,
Unknown,BESS Finley,NSW1,Battery Storage,Scheduled,2.5,Publicly Announced,,,
Unknown,Big G Pumped Hydro Project,QLD1,Hydro,Scheduled,800.0,Publicly Announced,,,
Unknown,Big-T Project,QLD1,Hydro,Scheduled,200.0,Publicly Announced,,,
Unknown,Birriwa BESS,NSW1,Battery Storage,Scheduled,600.0,Publicly Announced,,,
Unknown,Birriwa Solar Farm,NSW1,Solar PV,Semi-scheduled,600.0,Publicly Announced,,,
Unknown,Black River BESS - KCI,QLD1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Blackstone BESS,QLD1,Battery Storage,Scheduled,1.93,Anticipated,2028.0,,
Unknown,Blackstone BESS 2 - KCI,QLD1,Battery Storage,Scheduled,1.93,Anticipated,2028.0,,
Unknown,Blacktop BESS - KCI,SA1,Battery Storage,Scheduled,100.0,Publicly Announced,,,
Unknown,Blackwater Hybrid System,QLD1,Battery Storage,Scheduled,2.94,Publicly Announced,2030.0,,
Unknown,Blackwater Hybrid System,QLD1,Solar PV,Semi-scheduled,3.4,Publicly Announced,2030.0,,
Unknown,Blair Athol Solar Power Station,QLD1,Solar PV,Semi-scheduled,60.0,Publicly Announced,,,
Unknown,Blanche BESS - KCI,SA1,Battery Storage,Scheduled,128.0,Publicly Announced,,,
Unknown,Blenheim BESS - KCI,QLD1,Battery Storage,Scheduled,29.25,Publicly Announced,,,
Unknown,Blenheim Solar Farm - KCI,QLD1,Solar PV,Semi-scheduled,106.0,Publicly Announced,,,
Unknown,Blind Creek Solar Farm and Battery Energy Storage System,NSW1,Battery Storage,Scheduled,2.73,Committed*,2028.0,,
Unknown,Blind Creek Solar Farm and Battery Energy Storage System,NSW1,Solar PV,Semi-scheduled,3.33,Committed*,2028.0,,
BLOWERNG,Blowering,NSW1,Hydro,Scheduled,80.0,In Service,,,
Unknown,Blue Grass BESS,QLD1,Battery Storage,Scheduled,60.0,Publicly Announced,,,
Unknown,Blue Mackerel North Off Shore Wind Farm,VIC1,Wind,Semi-scheduled,1819.0,Publicly Announced,,,
Unknown,Blue Mackerel North Offshore Wind Farm,VIC1,Wind,Semi-scheduled,15.0,Publicly Announced,,,
BLUEGSF1,Bluegrass Solar Farm,QLD1,Solar PV,Semi-scheduled,148.0,In Service,2023.0,,
BLYTHB1,Blyth BESS,SA1,Battery Storage,Scheduled,3.13,In Service,2025.0,,
Unknown,Boags Creek Solar Power Station,NSW1,Solar PV,Semi-scheduled,1.0,Publicly Announced,,,
Unknown,Boags Creek Solar Power Station,NSW1,Battery Storage,Scheduled,1.0,Publicly Announced,,,
BOCORWF1,Boco Rock Wind Farm,NSW1,Wind,Semi-scheduled,1.7,In Service,,,
BOCORWF1,Boco Rock Wind Farm,NSW1,Wind,Semi-scheduled,1.6,In Service,,,
BOCOROC2,Boco Rock Wind Farm,NSW1,Wind,Semi-scheduled,5.3,Publicly Announced,,,
BODWF1,Bodangora Wind Farm,NSW1,Wind,Semi-scheduled,3.43,In Service,,,
Unknown,Bogandilla Wind Farm,QLD1,Wind,Semi-scheduled,530.0,Publicly Announced,,,
Unknown,Boggabri 1A Solar Farm,NSW1,Solar PV,Non-scheduled,1.24,Committed,2026.0,,
MCKAY1,Bogong / Mackay,VIC1,Hydro,Scheduled,70.0,In Service,,,
MCKAY1,Bogong / Mackay,VIC1,Hydro,Scheduled,70.0,In Service,,,
MCKAY1,Bogong / Mackay,VIC1,Hydro,Scheduled,26.67,In Service,,,
MCKAY1,Bogong / Mackay,VIC1,Hydro,Scheduled,26.67,In Service,,,
MCKAY1,Bogong / Mackay,VIC1,Hydro,Scheduled,26.67,In Service,,,
MCKAY1,Bogong / Mackay,VIC1,Hydro,Scheduled,26.67,In Service,,,
MCKAY1,Bogong / Mackay,VIC1,Hydro,Scheduled,26.67,In Service,,,
MCKAY1,Bogong / Mackay,VIC1,Hydro,Scheduled,26.67,In Service,,,
Unknown,Boiling Down BESS,NSW1,Battery Storage,Scheduled,4.0,Publicly Announced,,,
BOLIVPS1,Bolivar Power Station,SA1,Gas Turbine,Scheduled,32.1,In Service,,,
BOLIVPS1,Bolivar Power Station,SA1,Gas Turbine,Scheduled,32.1,In Service,,,
BOLIVPS1,Bolivar Power Station,SA1,Gas Turbine,Scheduled,32.1,In Service,,,
BOLIVPS1,Bolivar Power Station,SA1,Gas Turbine,Scheduled,32.1,In Service,,,
BOWWBA1,Bolivar Waste Water Treatment,SA1,Battery Storage,Scheduled,3.08,In Service,,,
BOWWPV1,Bolivar Waste Water Treatment,SA1,Solar PV,Semi-scheduled,2.75,In Service,,,
Unknown,Bolivar Waste Water Treatment,SA1,Gas Turbine,Non-scheduled,2.5,In Service,,,
BOMENSF1,Bomen Solar Farm,NSW1,Solar PV,Semi-scheduled,2.75,In Service,,,
Unknown,Bonnie Brae Hybrid Plant,NSW1,Battery Storage,Scheduled,70.0,Publicly Announced,,,
Unknown,Bonshaw Solar Farm,NSW1,Solar PV,Semi-scheduled,100.0,Publicly Announced,2027.0,,
Unknown,Bookaar Solar Farm,VIC1,Solar PV,Semi-scheduled,230.0,Publicly Announced,,,
Unknown,Bookham WF and BESS,NSW1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,Bookham WF and BESS,NSW1,Wind,Semi-scheduled,8.0,Publicly Announced,2032.0,,
Unknown,Boomber Green Energy Hub,QLD1,Wind,Semi-scheduled,7.8,Publicly Announced,,,
Unknown,Boomer Green Energy Hub,QLD1,Other,Semi-scheduled,800.0,Publicly Announced,,,
Unknown,Boort Wind Farm,VIC1,Wind,Semi-scheduled,8.0,Publicly Announced,2031.0,,
Unknown,Boree Solar Project,NSW1,Solar PV,Semi-scheduled,4.4,Publicly Announced,2029.0,,
Unknown,Borumba,QLD1,Hydro,Scheduled,333.0,Anticipated,2035.0,,
Unknown,Boulder Creek Wind Farm,QLD1,Wind,Semi-scheduled,5.82,Committed,2027.0,,
BBATTERY1,Bouldercombe Battery project,QLD1,Battery Storage,Scheduled,1.25,In Service,,,
Unknown,Bouldercombe Battery project - Stage 2 - KCI,QLD1,Battery Storage,Scheduled,1.25,Publicly Announced,,,
Unknown,Boulka Park BESS,VIC1,Battery Storage,Scheduled,250.0,Publicly Announced,,,
Unknown,Boulka Park Solar Farm,VIC1,Solar PV,Semi-scheduled,100.0,Publicly Announced,,,
Unknown,Bowen Basin Sun Farm - KCI,QLD1,Solar PV,Semi-scheduled,130.0,Publicly Announced,,,
Unknown,Bowmans Creek BESS,NSW1,Battery Storage,Scheduled,250.0,Publicly Announced,,,
Unknown,Bowmans Creek Wind Farm,NSW1,Wind,Semi-scheduled,6.19,Publicly Announced,,,
Unknown,Bowning Hybrid Plant,NSW1,Solar PV,Semi-scheduled,90.0,Publicly Announced,,,
Unknown,Bowning Hybrid Plant,NSW1,Battery Storage,Scheduled,5.0,Publicly Announced,,,
BRAEMAR1,Braemar,QLD1,Gas Turbine,Scheduled,188.0,In Service,,,
BRAEMAR2,Braemar,QLD1,Gas Turbine,Scheduled,188.0,In Service,,,
BRAEMAR3,Braemar,QLD1,Gas Turbine,Scheduled,188.0,In Service,,,
BRAEMAR5,Braemar 2 Power Station,QLD1,Gas Turbine,Scheduled,173.0,In Service,,,
BRAEMAR6,Braemar 2 Power Station,QLD1,Gas Turbine,Scheduled,173.0,In Service,,,
BRAEMAR7,Braemar 2 Power Station,QLD1,Gas Turbine,Scheduled,173.0,In Service,,,
Unknown,Braemar BESS,QLD1,Battery Storage,Scheduled,500.0,Publicly Announced,,,
Unknown,Bremer Battery 1,QLD1,Battery Storage,Scheduled,212.0,Publicly Announced,,,
Unknown,Bremer Battery 2,QLD1,Battery Storage,Scheduled,212.0,Publicly Announced,,,
Unknown,Bremer Battery 3,QLD1,Battery Storage,Scheduled,212.0,Publicly Announced,,,
Unknown,Bremer Battery 4,QLD1,Battery Storage,Scheduled,212.0,Publicly Announced,,,
BRNDBES1,Brendale BESS,QLD1,Battery Storage,Scheduled,1.83,Committed,2026.0,,
Unknown,Brewongle Solar Farm,NSW1,Solar PV,Semi-scheduled,100.0,Publicly Announced,,,
Unknown,Bridle Track Solar Project,SA1,Solar PV,Semi-scheduled,300.0,Publicly Announced,,,
Unknown,Brigalow GT (Kogan Creek GT),QLD1,Gas Turbine,Scheduled,400.0,Anticipated,2028.0,,
Unknown,Brinkworth BESS,SA1,Battery Storage,Scheduled,4.31,Publicly Announced,2029.0,,
BRDDSF01,Broadsound Solar Farm,QLD1,Solar PV,Semi-scheduled,4.0,Committed,2026.0,,
Unknown,Broadsound_BESS,QLD1,Battery Storage,Scheduled,2.4,Anticipated,2027.0,,
BWTR1,Broadwater,NSW1,Gas Turbine,Non-scheduled,38.0,In Service,,,
BHB1,Broken Hill BESS,NSW1,Battery Storage,Scheduled,1.37,In Service,,,
GB01,Broken Hill GT,NSW1,Gas Turbine,Non-scheduled,50.0,In Service,,,
BROKENH1,Broken Hill Solar Plant,NSW1,Solar PV,Semi-scheduled,1.33,In Service,,,
BROOKLYN,Brooklyn LFG U1-3,VIC1,Other,Non-scheduled,2.83,In Service,,,
BROWNMT,Brown Mountain Hydro Power Station,NSW1,Hydro,Non-scheduled,5.0,In Service,,,
BPLANDF1,Browns Plains,QLD1,Other,Non-scheduled,1.03,In Service,,,
BPLANDF1,Browns Plains,QLD1,Other,Non-scheduled,1.15,In Service,,,
Unknown,Buckland Solar Farm,TAS1,Solar PV,Semi-scheduled,4.4,Publicly Announced,,,
Unknown,Bulabul BESS 1,NSW1,Battery Storage,Scheduled,300.0,Committed,2027.0,,
Unknown,Bulabul BESS 2,NSW1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
BULBES1,Bulgana Green Power Hub - BESS,VIC1,Battery Storage,Scheduled,0.5,In Service,,,
BULGANA1,Bulgana Green Power Hub - Wind Farm,VIC1,Wind,Semi-scheduled,3.65,In Service,,,
Unknown,Bullawah Wind Farm – Stage 1,NSW1,Wind,Semi-scheduled,6.0,Publicly Announced,2029.0,,
Unknown,Bullawah Wind Farm Stage 2,NSW1,Wind,Semi-scheduled,6.0,Publicly Announced,2029.0,,
Unknown,Bulli Creek Battery,QLD1,Battery Storage,Scheduled,600.0,Publicly Announced,2028.0,,
Unknown,Bulli Creek BESS (Trina),QLD1,Battery Storage,Scheduled,450.0,Publicly Announced,,,
Unknown,Bulli Creek Solar Farm,QLD1,Solar PV,Semi-scheduled,3.34,Publicly Announced,2029.0,,
Unknown,Bulli Creek Solar Farm (Trina),QLD1,Solar PV,Semi-scheduled,450.0,Publicly Announced,,,
Unknown,Bullyard Solar Farm,QLD1,Solar PV,Semi-scheduled,97.0,Anticipated,2027.0,,
Unknown,Bundaberg Renewable Energy Park,QLD1,Battery Storage,Scheduled,500.0,Publicly Announced,,,
Unknown,Bundaberg Solar Farm,QLD1,Solar PV,Semi-scheduled,78.0,Committed,2025.0,,
Unknown,Bundey BESS and Solar Project,SA1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
Unknown,Bundey BESS and Solar Project,SA1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
Unknown,Bundey BESS and Solar Project,SA1,Battery Storage,Scheduled,600.0,Publicly Announced,,,
Unknown,Bundey BESS and Solar Project,SA1,Solar PV,Semi-scheduled,475.0,Publicly Announced,,,
Unknown,Bungaban BESS,QLD1,Battery Storage,Scheduled,350.0,Publicly Announced,2030.0,,
Unknown,Bungaban Wind Farm,QLD1,Wind,Semi-scheduled,8.0,Publicly Announced,2030.0,,
BNGSF1,Bungala One Solar Farm,SA1,Solar PV,Semi-scheduled,2.5,In Service,,,
BNGSF2,Bungala Two Solar Farm,SA1,Solar PV,Semi-scheduled,2.5,In Service,,,
Unknown,Bungama BESS (Risen ),SA1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Bungama Solar,SA1,Solar PV,Semi-scheduled,3.78,Publicly Announced,2028.0,,
BUNGAMB1,Bungama Solar,SA1,Battery Storage,Scheduled,150.0,Committed,2026.0,,
Unknown,Bunkers Hill Pumped Hydro,QLD1,Hydro,Scheduled,296.0,Publicly Announced,2035.0,,
Unknown,Bunkers Hill Wind Farm,QLD1,Wind,Semi-scheduled,7.0,Publicly Announced,2035.0,,
Unknown,Bunyip BESS - KCI,VIC1,Battery Storage,Scheduled,220.0,Publicly Announced,,,
Unknown,Bunyip North Battery Energy Storage System,VIC1,Battery Storage,Scheduled,504.0,Publicly Announced,,,
Unknown,Burdekin BESS,QLD1,Battery Storage,Scheduled,3.6,Publicly Announced,2027.0,,
Unknown,Burdekin Solar Farm - KCI,QLD1,Solar PV,Semi-scheduled,3.6,Publicly Announced,2029.0,,
Unknown,Burgmanns BESS,NSW1,Battery Storage,Scheduled,200.0,Publicly Announced,2029.0,,
Unknown,Buronga BESS - Storage - KCI,NSW1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
Unknown,Burrenbring Wind Farm,QLD1,Wind,Semi-scheduled,360.0,Publicly Announced,,,
BDONGHYD,Burrendong,NSW1,Hydro,Non-scheduled,19.0,In Service,,,
Unknown,Burrendong Wind Farm,NSW1,Wind,Semi-scheduled,6.2,Publicly Announced,,,
BURRIN,Burrinjuck,NSW1,Hydro,Non-scheduled,7.0,In Service,,,
BURRIN,Burrinjuck,NSW1,Hydro,Non-scheduled,7.0,In Service,,,
BURRIN,Burrinjuck,NSW1,Hydro,Non-scheduled,20.0,In Service,,,
Unknown,Burroway BESS,NSW1,Battery Storage,Scheduled,100.0,Publicly Announced,,,
Unknown,Burroway Energy Hub,NSW1,Wind,Semi-scheduled,4.65,Publicly Announced,2029.0,,
Unknown,Burroway Energy Hub,NSW1,Battery Storage,Scheduled,3.6,Publicly Announced,2029.0,,
BUTLERSG,Butlers Gorge,TAS1,Hydro,Non-scheduled,12.2,In Service,,,
BUTLERSG,Butlers Gorge,TAS1,Hydro,Non-scheduled,2.2,In Service,,,
Unknown,Byellee BESS,QLD1,Battery Storage,Scheduled,300.0,Publicly Announced,2029.0,,
Unknown,Calala BESS A1,NSW1,Battery Storage,Scheduled,1.93,Committed,2026.0,,
Unknown,Calala BESS A2,NSW1,Battery Storage,Scheduled,1.93,Committed,2026.0,,
CALL_B_1,Callide B,QLD1,Coal,Scheduled,350.0,In Service,,,
CALL_B_2,Callide B,QLD1,Coal,Scheduled,350.0,In Service,,,
CPP_3,Callide C,QLD1,Coal,Scheduled,424.0,In Service,,,
CPP_4,Callide C,QLD1,Coal,Scheduled,420.0,In Service,,,
Unknown,Callide Energy Hub - KCI,QLD1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Callide Gas Peaker - KCI,QLD1,Other,Scheduled,750.0,Publicly Announced,,,
Unknown,Callide Power Station Solar Farm,QLD1,Solar PV,Semi-scheduled,200.0,Publicly Announced,,,
Unknown,Callide Solar Power Station BESS,QLD1,Battery Storage,Scheduled,210.0,Publicly Announced,,,
Unknown,Callide Wind Farm,QLD1,Wind,Semi-scheduled,6.2,Publicly Announced,2029.0,,
Unknown,Calvale LDES BESS,QLD1,Battery Storage,Scheduled,450.0,Publicly Announced,,,
Unknown,Campbells Forest Solar Farm,VIC1,Solar PV,Semi-scheduled,205.0,Publicly Announced,,,
Unknown,Camperdown BESS,VIC1,Battery Storage,Scheduled,4.6,Publicly Announced,2028.0,,
CNUNDAWF,Canunda,SA1,Wind,Significant Non-scheduled,2.0,In Service,,,
Unknown,Canyonleigh BESS,NSW1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
Unknown,Cape Winds Offshore Wind Farm,VIC1,Wind,Semi-scheduled,1995.0,Publicly Announced,,,
Unknown,Capital 2 Wind Farm,NSW1,Wind,Semi-scheduled,4.2,Publicly Announced,,,
CAPBES1,Capital Battery,NSW1,Battery Storage,Scheduled,3.03,In Service,,,
CESF1,Capital East Solar Farm P1,NSW1,Solar PV,Non-scheduled,0.5,In Service,,,
CAPTL_WF,Capital Wind Farm,NSW1,Wind,Significant Non-scheduled,2.1,In Service,,,
Unknown,Capricorn BESS,QLD1,Battery Storage,Scheduled,3.8,Publicly Announced,2029.0,,
Unknown,Capricornia Energy Hub (CEH) PHES,QLD1,Hydro,Scheduled,250.0,Publicly Announced,,,
Unknown,Captains Mountain Wind Farm,QLD1,Wind,Semi-scheduled,6.2,Publicly Announced,2029.0,,
Unknown,Carag Solar Farm,NSW1,Solar PV,Non-scheduled,4.0,Committed,2026.0,,
Unknown,Carmodys Hill BESS,SA1,Battery Storage,Scheduled,0.96,Anticipated,2030.0,,
Unknown,Carmodys Hill Wind Farm,SA1,Wind,Semi-scheduled,6.1,Committed,2029.0,,
Unknown,Carwarp Hybrid,VIC1,Battery Storage,Scheduled,4.39,Publicly Announced,2028.0,,
LI_WY_CA,Catagunya / Liapootah / Wayatinah,TAS1,Hydro,Scheduled,27.0,In Service,,,
LI_WY_CA,Catagunya / Liapootah / Wayatinah,TAS1,Hydro,Scheduled,24.0,In Service,,,
LI_WY_CA,Catagunya / Liapootah / Wayatinah,TAS1,Hydro,Scheduled,27.9,In Service,,,
LI_WY_CA,Catagunya / Liapootah / Wayatinah,TAS1,Hydro,Scheduled,27.9,In Service,,,
LI_WY_CA,Catagunya / Liapootah / Wayatinah,TAS1,Hydro,Scheduled,31.5,In Service,,,
